"Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
2005,9,16,5,1142,1131,1302,1247,"DL",1556,"N971DL",80,76,61,15,11,"SDF","ATL",321,8,11,0,"",0,0,0,4,0,11
2005,10,16,7,1828,1835,1945,1942,"NW",1801,"N611NA",77,67,43,3,-7,"MEM","STL",256,16,18,0,"",0,0,0,0,0,0
2006,1,17,2,1546,1526,1829,1755,"AS",514,"N315AS",163,149,141,34,20,"SEA","PSP",987,8,14,0,"",0,20,0,14,0,0
2005,11,7,1,1905,1851,2043,2023,"AA",1605,"N569AA",98,92,56,20,14,"MSP","ORD",334,7,35,0,"",0,0,0,6,0,14
2006,1,23,1,2101,2045,2216,2203,"UA",1162,"N835UA",75,78,56,13,16,"SFO","LAX",337,7,12,0,"",0,0,0,0,0,0
2005,8,3,3,634,640,1040,1045,"XE",3222,"N14117",186,185,171,-5,-6,"SAT","CLE",1241,4,11,0,"",0,0,0,0,0,0
2006,1,19,4,2035,2035,2220,2245,"WN",2151,"N765",165,190,150,-25,0,"FLL","MDW",1166,5,10,0,"",0,0,0,0,0,0
2005,7,27,3,1830,1745,2400,2103,"DL",722,"N906DA",270,138,156,177,45,"DFW","ATL",732,20,94,0,"",0,0,0,177,0,0
2005,7,28,4,1429,1415,1542,1528,"FL",90,"N942AT",73,73,51,14,14,"ATL","RDU",356,3,19,0,"",0,0,0,0,0,0
2006,1,27,5,651,700,933,1000,"EV",4411,"N708EV",102,120,86,-27,-9,"HOU","ATL",696,4,12,0,"",0,0,0,0,0,0
2005,4,21,4,550,600,814,824,"US",231,"N334US",84,84,61,-10,-10,"ORD","PIT",412,4,19,0,"",0,0,0,0,0,0
2006,8,4,5,1854,1850,2050,2034,"AA",451,"N466AA",176,164,149,16,4,"MCO","ORD",1005,6,21,0,"",0,0,0,16,0,0
2005,7,23,6,1225,1124,1450,1353,"AA",1256,"N5DDAA",145,149,123,57,61,"MIA","BWI",946,4,18,0,"",0,57,0,0,0,0
2006,3,11,6,824,825,939,947,"OH",5556,"N964CA",75,82,58,-8,-1,"CVG","MDT",429,5,12,0,"",0,0,0,0,0,0
2005,1,17,1,725,725,1023,1021,"DL",2076,"N6713Y",178,176,158,2,0,"FLL","BOS",1237,6,14,0,"",0,0,0,0,0,0
2006,3,11,6,1115,1115,1250,1300,"WN",250,"N673",155,165,140,-10,0,"TPA","MDW",997,5,10,0,"",0,0,0,0,0,0
2005,3,15,2,1840,1830,1952,1945,"WN",732,"N497",72,75,58,7,10,"LAX","OAK",337,4,10,0,"",0,0,0,0,0,0
2006,10,24,2,623,630,719,729,"XE",2703,"N12934",56,59,40,-10,-7,"IAH","DAL",217,3,13,0,"",0,0,0,0,0,0
2005,3,30,3,1025,1030,1210,1217,"DL",1697,"N3301",165,167,148,-7,-5,"DFW","SLC",988,5,12,0,"",0,0,0,0,0,0
2005,11,28,1,1625,1630,1852,1846,"NW",824,"N945N",147,136,127,6,-5,"IND","MCO",828,7,13,0,"",0,0,0,0,0,0
2005,12,25,7,710,655,1038,1015,"DL",2024,"N685DA",208,200,175,23,15,"LGA","FLL",1076,7,26,0,"",0,15,0,8,0,0
2005,3,21,1,2010,2010,2105,2105,"WN",1048,"N309SW",55,55,44,0,0,"HOU","MSY",303,3,8,0,"",0,0,0,0,0,0
2005,6,24,5,700,700,906,905,"WN",336,"N320",126,125,105,1,0,"GEG","OAK",723,6,15,0,"",0,0,0,0,0,0
2006,3,23,4,1811,1814,1922,1925,"MQ",3198,"N816AE",71,71,54,-3,-3,"LAX","SJC",308,4,13,0,"",0,0,0,0,0,0
2006,5,8,1,800,800,920,925,"OH",5592,"N457CA",80,85,68,-5,0,"LEX","DCA",414,2,10,0,"",0,0,0,0,0,0
2005,9,10,6,1303,1303,1500,1450,"OH",5019,"N818CA",117,107,96,10,0,"TLH","CVG",596,5,16,0,"",0,0,0,0,0,0
2006,8,26,6,1847,1813,2207,2124,"AS",15,"N548AS",380,371,349,43,34,"BOS","SEA",2496,5,26,0,"",0,34,0,9,0,0
2006,4,13,4,654,700,958,1006,"AA",201,"N321AA",364,366,333,-8,-6,"JFK","LAX",2475,12,19,0,"",0,0,0,0,0,0
2006,5,4,4,1100,1005,1516,1440,"EV",4232,"N712EV",196,215,177,36,55,"SLC","MSY",1428,4,15,0,"",0,36,0,0,0,0
2006,4,9,7,1435,1425,1706,1655,"B6",308,"N624JB",331,330,121,11,10,"IAD","LGB",2277,2,28,0,"",0,0,0,0,0,0
2005,11,5,6,910,910,1140,1150,"WN",2531,"N390SW",90,100,78,-10,0,"BNA","BWI",588,2,10,0,"",0,0,0,0,0,0
2006,11,27,1,1905,1915,2005,2015,"YV",2649,"N919FJ",60,60,34,-10,-10,"ILM","CLT",185,11,15,0,"",0,0,0,0,0,0
2005,10,6,4,637,640,747,755,"UA",33,"N552UA",70,75,51,-8,-3,"LAX","SFO",337,7,12,0,"",0,0,0,0,0,0
2005,10,1,6,1753,1740,2213,2205,"AS",851,"N647AS",320,325,293,8,13,"LAS","ANC",2304,6,21,0,"",0,0,0,0,0,0
2005,10,2,7,1350,1350,1503,1510,"WN",2160,"N637SW",73,80,58,-7,0,"PVD","PHL",238,3,12,0,"",0,0,0,0,0,0
2006,6,22,4,737,725,1041,1006,"CO",292,"N17128",184,161,120,35,12,"EWR","MCO",938,5,59,0,"",0,12,0,23,0,0
2005,3,18,5,1720,1725,1918,1929,"DL",1619,"N307WA",238,244,219,-11,-5,"DTW","SLC",1481,6,13,0,"",0,0,0,0,0,0
2006,12,18,1,605,610,749,803,"DL",1713,"N3754A",104,113,83,-14,-5,"PHL","CVG",507,7,14,0,"",0,0,0,0,0,0
2006,7,1,6,944,912,1402,1343,"YV",6229,"N934FJ",138,151,116,19,32,"PHX","AUS",872,6,16,0,"",0,0,0,0,19,0
2005,5,19,4,1718,1720,1844,1840,"NW",105,"N501US",206,200,168,4,-2,"MSP","PHX",1276,5,33,0,"",0,0,0,0,0,0
2006,10,11,3,2242,2118,2401,2243,"EV",4089,"N738EV",79,85,63,78,84,"ATL","MLB",443,4,12,0,"",0,78,0,0,0,0
2006,11,3,5,852,845,1009,1000,"WN",2372,"N610SW",77,75,62,9,7,"SMF","ONT",389,3,12,0,"",0,0,0,0,0,0
2005,3,17,4,1328,1335,1428,1436,"XE",2648,"N13968",60,61,39,-8,-7,"CRP","IAH",201,11,10,0,"",0,0,0,0,0,0
2006,8,2,3,624,630,909,920,"AS",99,"N964AS",165,170,143,-11,-6,"SAN","SEA",1050,6,16,0,"",0,0,0,0,0,0
2006,10,13,5,653,655,708,720,"WN",2117,"N637SW",75,85,63,-12,-2,"BOI","SEA",399,4,8,0,"",0,0,0,0,0,0
2006,1,13,5,735,735,844,845,"WN",1636,"N512",69,70,57,-1,0,"DAL","AMA",324,4,8,0,"",0,0,0,0,0,0
2005,8,5,5,1150,810,1418,1023,"DL",1426,"N938DL",88,73,65,235,220,"JAN","ATL",341,14,9,0,"",0,220,0,15,0,0
2006,10,3,2,709,710,1018,1015,"CO",1411,"N16632",189,185,147,3,-1,"EWR","SRQ",1034,3,39,0,"",0,0,0,0,0,0
2006,4,5,3,1100,1100,1212,1200,"WN",430,"N493",72,60,54,12,0,"TPA","FLL",197,4,14,0,"",0,0,0,0,0,0
2006,7,27,4,1927,1931,2059,2059,"US",35,"N802AW",92,88,53,0,-4,"PHX","LAX",370,27,12,0,"",0,0,0,0,0,0
2005,9,2,5,700,700,810,815,"WN",137,"N700GS",70,75,55,-5,0,"BUR","SMF",358,5,10,0,"",0,0,0,0,0,0
2006,11,20,1,1210,1214,1310,1331,"YV",7463,"N593ML",120,137,89,-21,-4,"MDT","ORD",594,20,11,0,"",0,0,0,0,0,0
2005,10,28,5,1226,1225,1426,1442,"TZ",4295,"N315TZ",120,137,105,-16,1,"MDW","DFW",797,6,9,0,"",0,0,0,0,0,0
2005,3,11,5,740,735,908,915,"WN",2691,"N762",88,100,66,-7,5,"SLC","PHX",507,8,14,0,"",0,0,0,0,0,0
2006,2,21,2,1701,1705,1933,1923,"UA",197,"N573UA",272,258,255,10,-4,"ORD","SNA",1726,6,11,0,"",0,0,0,0,0,0
2005,4,30,6,1712,1727,1854,1914,"MQ",4664,"N724AE",102,107,86,-20,-15,"BDL","RDU",532,4,12,0,"",0,0,0,0,0,0
2006,12,18,1,555,600,850,908,"UA",668,"N829UA",115,128,94,-18,-5,"ORD","LGA",733,4,17,0,"",0,0,0,0,0,0
2005,1,24,1,708,710,850,853,"DL",198,"N970DL",102,103,76,-3,-2,"CVG","PHL",507,10,16,0,"",0,0,0,0,0,0
2006,10,5,4,826,830,1039,1040,"AA",567,"N5TNAA",193,190,162,-1,-4,"BWI","DFW",1217,8,23,0,"",0,0,0,0,0,0
2006,9,25,1,1736,1738,2002,1956,"XE",2901,"N26141",206,198,182,6,-2,"ORF","IAH",1201,8,16,0,"",0,0,0,0,0,0
2006,8,11,5,1354,1400,1617,1642,"CO",1161,"N16646",143,162,104,-25,-6,"EWR","ATL",745,9,30,0,"",0,0,0,0,0,0
2005,2,2,3,1047,1050,1139,1152,"MQ",4136,"N656AE",112,122,90,-13,-3,"IAD","ORD",589,5,17,0,"",0,0,0,0,0,0
2006,7,21,5,1311,1238,1443,1420,"MQ",4661,"N845AE",92,102,78,23,33,"BDL","RDU",532,4,10,0,"",0,5,0,0,0,18
2006,1,15,7,1304,1310,1606,1605,"CO",484,"N36207",182,175,157,1,-6,"FLL","CLE",1062,6,19,0,"",0,0,0,0,0,0
2005,6,17,5,706,705,1522,1506,"US",782,"N173UW",316,301,293,16,1,"SEA","PHL",2378,8,15,0,"",0,0,0,16,0,0
2006,1,11,3,815,815,920,920,"WN",2977,"N486",65,65,51,0,0,"BUR","SJC",296,4,10,0,"",0,0,0,0,0,0
2005,1,13,4,NA,600,NA,900,"UA",668,"N392UA",NA,120,NA,NA,NA,"ORD","LGA",733,0,0,1,"B",0,0,0,0,0,0
2006,7,22,6,900,900,1128,1121,"EV",4855,"N824AS",88,81,66,7,0,"MSY","ATL",425,8,14,0,"",0,0,0,0,0,0
2005,1,21,5,1307,1315,1552,1605,"CO",1784,"N26215",165,170,149,-13,-8,"FLL","CLE",1062,8,8,0,"",0,0,0,0,0,0
2006,3,17,5,1448,1454,1613,1633,"EV",4756,"N722EV",85,99,65,-20,-6,"DAY","ATL",432,9,11,0,"",0,0,0,0,0,0
2006,4,2,7,1745,1747,1926,1923,"MQ",4393,"N935AE",101,96,86,3,-2,"ORD","SGF",438,3,12,0,"",0,0,0,0,0,0
2006,7,12,3,1733,1735,1932,1931,"OO",6641,"N982SW",119,116,92,1,-2,"DEN","MSO",679,4,23,0,"",0,0,0,0,0,0
2005,6,25,6,1638,1648,1756,1804,"MQ",4115,"N503AE",78,76,59,-8,-10,"DSM","ORD",299,6,13,0,"",0,0,0,0,0,0
2006,1,9,1,1221,1228,1403,1415,"AA",2363,"N5BSAA",162,167,142,-12,-7,"ORD","HDN",1009,3,17,0,"",0,0,0,0,0,0
2006,4,5,3,2152,2145,2348,2336,"US",545,"N419US",116,111,82,12,7,"CLT","RSW",600,5,29,0,"",0,0,0,0,0,0
2006,7,30,7,2255,2300,425,444,"UA",436,"N423UA",210,224,196,-19,-5,"PDX","ORD",1739,4,10,0,"",0,0,0,0,0,0
2005,4,2,6,1052,1053,1200,1202,"FL",291,"N964AT",68,69,53,-2,-1,"JAX","ATL",270,4,11,0,"",0,0,0,0,0,0
2006,9,24,7,2014,2020,2249,2250,"OO",5782,"N288SW",95,90,75,-1,-6,"LAX","SGU",348,1,19,0,"",0,0,0,0,0,0
2006,11,29,3,617,615,745,730,"MQ",3192,"N849AE",88,75,48,15,2,"SJC","LAX",308,4,36,0,"",0,0,0,15,0,0
2005,1,25,2,925,925,1049,1100,"OH",5331,"N420CA",84,95,67,-11,0,"CVG","ILM",500,3,14,0,"",0,0,0,0,0,0
2005,3,19,6,1520,1520,1710,1710,"WN",300,"N625SW",170,170,159,0,0,"MHT","BNA",938,3,8,0,"",0,0,0,0,0,0
2005,8,2,2,1920,1916,2047,2105,"NW",331,"N502US",267,289,237,-18,4,"DTW","LAX",1979,9,21,0,"",0,0,0,0,0,0
2005,11,4,5,839,845,1039,1059,"UA",1463,"N453UA",180,194,161,-20,-6,"FLL","ORD",1182,6,13,0,"",0,0,0,0,0,0
2006,3,10,5,2104,2110,2205,2209,"OO",6309,"N250YV",61,59,51,-4,-6,"SEA","GEG",224,3,7,0,"",0,0,0,0,0,0
2005,11,27,7,1538,1530,1631,1633,"US",509,"N373US",113,123,96,-2,8,"CLT","MSY",651,3,14,0,"",0,0,0,0,0,0
2006,5,17,3,1044,1045,1336,1330,"B6",65,"N593JB",172,165,154,6,-1,"JFK","TPA",1005,5,13,0,"",0,0,0,0,0,0
2006,6,11,7,1003,958,1256,1303,"FL",104,"N288AT",113,125,97,-7,5,"DFW","ATL",732,8,8,0,"",0,0,0,0,0,0
2006,11,18,6,1100,1100,1213,1210,"MQ",3213,"N253AE",73,70,44,3,0,"DFW","CLL",164,10,19,0,"",0,0,0,0,0,0
2006,5,1,1,1240,1235,1413,1345,"WN",2380,"N473",93,70,50,28,5,"PHL","PIT",267,3,40,0,"",0,0,0,28,0,0
2005,10,27,4,1132,1135,1544,1554,"CO",1832,"N33203",192,199,169,-10,-3,"IAH","LGA",1416,5,18,0,"",0,0,0,0,0,0
2005,7,15,5,1246,1250,1453,1455,"DL",851,"N998DL",127,125,100,-2,-4,"CVG","MCO",756,6,21,0,"",0,0,0,0,0,0
2006,7,15,6,614,617,1004,1014,"AA",722,"N613AA",170,177,156,-10,-3,"ORD","MIA",1197,4,10,0,"",0,0,0,0,0,0
2006,10,24,2,1750,1750,2149,2145,"MQ",3593,"N515AE",179,175,149,4,0,"DFW","ROC",1266,6,24,0,"",0,0,0,0,0,0
2005,4,29,5,1729,1730,1946,1951,"DL",609,"N903DE",137,141,105,-5,-1,"ATL","LGA",761,12,20,0,"",0,0,0,0,0,0
2006,7,17,1,1908,1832,2027,2002,"UA",901,"N806UA",79,90,65,25,36,"SFO","SAN",447,2,12,0,"",0,0,0,0,0,25
2006,4,17,1,1203,1155,1410,1402,"CO",516,"N16617",187,187,158,8,8,"EWR","MSY",1167,6,23,0,"",0,0,0,0,0,0
2005,2,12,6,621,630,751,807,"XE",2046,"N12569",90,97,67,-16,-9,"DTW","EWR",487,7,16,0,"",0,0,0,0,0,0
2006,4,9,7,636,640,1050,1100,"AA",700,"N3AYAA",194,200,177,-10,-4,"DFW","LGA",1389,4,13,0,"",0,0,0,0,0,0
2005,12,21,3,1311,1316,1403,1414,"MQ",3308,"N374AE",52,58,40,-11,-5,"GRK","DFW",134,9,3,0,"",0,0,0,0,0,0
2005,10,3,1,1130,1140,1307,1330,"XE",3082,"N12136",157,170,135,-23,-10,"RDU","IAH",1043,14,8,0,"",0,0,0,0,0,0
2006,3,4,6,1000,1000,1523,1550,"WN",2416,"N423",203,230,194,-27,0,"SAN","MDW",1728,3,6,0,"",0,0,0,0,0,0
2005,12,11,7,1153,1157,1317,1326,"DL",780,"N970DL",84,89,68,-9,-4,"ATL","ORF",516,4,12,0,"",0,0,0,0,0,0
2005,10,24,1,2052,2053,2246,2317,"AA",1891,"N4XCAA",234,264,219,-31,-1,"ORD","LAX",1745,4,11,0,"",0,0,0,0,0,0
2006,12,22,5,856,850,952,950,"WN",6,"N792",56,60,43,2,6,"DAL","LIT",296,4,9,0,"",0,0,0,0,0,0
2005,10,3,1,725,730,1529,1540,"CO",485,"N17126",304,310,288,-11,-5,"PDX","EWR",2433,9,7,0,"",0,0,0,0,0,0
2006,8,9,3,1922,1926,2012,2020,"AS",141,"N741AS",50,54,39,-8,-4,"ANC","FAI",261,3,8,0,"",0,0,0,0,0,0
2006,5,29,1,1627,1550,1903,1830,"XE",2451,"N34110",156,160,130,33,37,"IAH","MKE",984,3,23,0,"",0,0,12,0,0,21
2005,12,15,4,703,645,1247,1250,"AA",2073,"N633AA",224,245,195,-3,18,"SNA","ORD",1726,3,26,0,"",0,0,0,0,0,0
2006,5,9,2,1602,1612,1745,1744,"YV",7094,"N446YV",103,92,87,1,-10,"RAP","DEN",301,7,9,0,"",0,0,0,0,0,0
2006,3,29,3,1237,1241,1413,1426,"YV",7183,"N75992",96,105,77,-13,-4,"IAD","CHS",441,6,13,0,"",0,0,0,0,0,0
2005,8,30,2,1455,1450,1656,1631,"OH",5563,"N494CA",121,101,68,25,5,"RDU","JFK",426,8,45,0,"",0,5,0,20,0,0
2006,12,30,6,625,606,849,806,"NW",1449,"N9342",144,120,111,43,19,"ORF","DTW",529,18,15,0,"",0,19,0,24,0,0
2006,6,25,7,1807,1807,2050,2045,"YV",6042,"N37178",103,98,76,5,0,"PHX","SLC",507,3,24,0,"",0,0,0,0,0,0
2005,11,3,4,1245,1245,1538,1550,"WN",1183,"N353",173,185,153,-12,0,"ALB","MCO",1073,5,15,0,"",0,0,0,0,0,0
2006,8,1,2,2024,2030,2109,2118,"OO",6080,"N576SW",45,48,33,-9,-6,"LAX","SAN",109,3,9,0,"",0,0,0,0,0,0
2006,7,6,4,1034,1039,1214,1224,"OO",5845,"N918SW",100,105,82,-10,-5,"MEM","ORD",491,8,10,0,"",0,0,0,0,0,0
2006,5,16,2,1729,1729,1912,1938,"OH",5266,"N963CA",103,129,75,-26,0,"LGA","CMH",478,5,23,0,"",0,0,0,0,0,0
2005,4,28,4,955,1000,1145,1149,"DL",287,"N901DE",110,109,85,-4,-5,"BWI","ATL",576,9,16,0,"",0,0,0,0,0,0
2005,2,6,7,1845,1845,1934,1935,"WN",208,"N494",49,50,39,-1,0,"OKC","DAL",181,3,7,0,"",0,0,0,0,0,0
2006,9,18,1,1011,1016,1335,1340,"OO",4020,"N437SW",144,144,117,-5,-5,"SLC","TUL",926,5,22,0,"",0,0,0,0,0,0
2006,4,11,2,1612,1620,1639,1649,"HA",354,"N485HA",27,29,21,-10,-8,"LIH","HNL",102,3,3,0,"",0,0,0,0,0,0
2005,4,2,6,933,930,1257,1145,"DH",61,"N807BR",384,315,274,72,3,"IAD","LAS",2066,8,102,0,"",0,3,0,69,0,0
2005,6,28,2,1815,1820,2153,2000,"CO",1600,"N12318",218,100,56,113,-5,"PHL","CLE",363,6,156,0,"",0,0,0,113,0,0
2005,9,21,3,935,935,1025,1023,"US",384,"N527AU",50,48,20,2,0,"CLT","GSO",83,2,28,0,"",0,0,0,0,0,0
2005,4,14,4,1824,1831,1907,1922,"AA",1001,"N452AA",103,111,84,-15,-7,"DFW","COS",592,6,13,0,"",0,0,0,0,0,0
2005,11,13,7,1056,1100,1247,1244,"AA",2097,"N296AA",171,164,132,3,-4,"TPA","DFW",929,28,11,0,"",0,0,0,0,0,0
2006,4,1,6,1620,1615,1931,1910,"B6",706,"N586JB",251,235,146,21,5,"SJU","JFK",1597,10,35,0,"",0,0,0,16,0,5
2005,3,10,4,1800,1740,2250,2214,"OH",5363,"N367CA",170,154,149,36,20,"COS","CVG",1078,5,16,0,"",0,20,0,16,0,0
2005,6,28,2,720,725,844,845,"F9",400,"N909FR",144,140,127,-1,-5,"DEN","LAX",862,6,11,0,"",0,0,0,0,0,0
2005,10,20,4,34,10,707,654,"DL",1007,"N114DL",213,224,193,13,24,"LAS","ATL",1747,7,13,0,"",0,0,0,0,0,0
2006,9,26,2,947,955,1246,1255,"MQ",4021,"N651AE",119,120,94,-9,-8,"ORD","SWF",714,6,19,0,"",0,0,0,0,0,0
2005,11,24,4,643,635,949,948,"UA",81,"N531UA",366,373,340,1,8,"EWR","LAX",2454,6,20,0,"",0,0,0,0,0,0
2006,6,19,1,706,710,837,820,"CO",1869,"N16618",151,130,118,17,-4,"JAX","IAH",817,19,14,0,"",0,0,0,17,0,0
2006,1,14,6,758,805,1142,1158,"DL",1579,"N840MH",344,353,327,-16,-7,"LAX","HNL",2556,3,14,0,"",0,0,0,0,0,0
2005,8,8,1,1101,1035,1407,1315,"US",929,"N605AU",186,160,129,52,26,"PHL","TPA",920,2,55,0,"",0,8,0,42,0,2
2005,8,25,4,1808,1735,2035,1944,"XE",2901,"N11109",207,189,168,51,33,"ORF","IAH",1201,23,16,0,"",0,5,0,18,0,28
2005,11,11,5,1131,1135,1235,1258,"US",35,"N430US",64,83,52,-23,-4,"BDL","DCA",313,2,10,0,"",0,0,0,0,0,0
2005,10,25,2,843,845,1011,1019,"US",2027,"N712UW",88,94,77,-8,-2,"BOS","DCA",399,2,9,0,"",0,0,0,0,0,0
2006,1,14,6,1245,1245,1334,1336,"US",9,"N591US",49,51,28,-2,0,"CLT","MYR",156,3,18,0,"",0,0,0,0,0,0
2005,8,10,3,2005,1850,2238,2115,"WN",2297,"N629SW",93,85,71,83,75,"PHX","SLC",507,4,18,0,"",0,5,0,8,0,70
2005,7,29,5,2037,2040,2317,2330,"DL",1981,"N6710E",160,170,134,-13,-3,"FLL","LGA",1076,11,15,0,"",0,0,0,0,0,0
2006,9,7,4,1941,1947,2119,2125,"OO",6787,"N719SK",98,98,76,-6,-6,"ORD","MEM",491,3,19,0,"",0,0,0,0,0,0
2006,7,24,1,603,610,705,716,"MQ",3574,"N657AE",62,66,45,-11,-7,"HOU","DFW",247,7,10,0,"",0,0,0,0,0,0
2005,3,25,5,2139,1910,56,2301,"XE",2856,"N18114",137,171,123,115,149,"IAH","GRR",1042,5,9,0,"",0,0,0,0,0,115
2006,5,10,3,2041,2045,2124,2137,"OH",5724,"N447CA",43,52,29,-13,-4,"CVG","CRW",173,1,13,0,"",0,0,0,0,0,0
2006,7,14,5,1046,1050,1546,1538,"CO",730,"N17614",240,228,199,8,-4,"IAH","JFK",1417,7,34,0,"",0,0,0,0,0,0
2006,5,6,6,1223,1230,1423,1440,"XE",2751,"N12167",120,130,92,-17,-7,"EWR","CHS",628,8,20,0,"",0,0,0,0,0,0
2005,2,19,6,1819,1810,1956,1952,"MQ",4517,"N811AE",97,102,76,4,9,"BOS","ORF",468,6,15,0,"",0,0,0,0,0,0
2006,12,13,3,1747,1755,452,455,"AA",6,"N345AA",425,420,411,-3,-8,"OGG","DFW",3711,5,9,0,"",0,0,0,0,0,0
2005,4,24,7,1507,1455,1731,1711,"OH",5814,"N941CA",144,136,112,20,12,"CVG","ISP",626,6,26,0,"",0,12,0,8,0,0
2005,2,18,5,1901,1905,2205,2202,"UA",187,"N840UA",364,357,339,3,-4,"IAD","SFO",2419,4,21,0,"",0,0,0,0,0,0
2005,5,23,1,2045,2053,2223,2232,"AA",826,"N296AA",98,99,80,-9,-8,"DFW","HSV",603,5,13,0,"",0,0,0,0,0,0
2006,2,21,2,1730,1705,2237,2205,"CO",436,"N37255",187,180,162,32,25,"SAN","IAH",1303,9,16,0,"",0,0,0,7,0,25
2006,11,17,5,944,755,1045,905,"CO",314,"N17329",61,70,41,100,109,"DFW","IAH",224,6,14,0,"",0,100,0,0,0,0
2006,7,14,5,2132,2115,2245,2215,"WN",105,"N399WN",73,60,52,30,17,"LAX","LAS",236,5,16,0,"",0,0,0,16,0,14
2006,8,4,5,1544,1544,1644,1645,"YV",7078,"N444YV",60,61,36,-1,0,"ASE","DEN",125,12,12,0,"",0,0,0,0,0,0
2005,1,31,1,1439,1430,1550,1539,"CO",1112,"N12218",71,69,51,11,9,"IAH","MSY",305,2,18,0,"",0,0,0,0,0,0
2006,12,25,1,1758,1800,2104,2104,"UA",566,"N364UA",126,124,103,0,-2,"ORD","ATL",606,7,16,0,"",0,0,0,0,0,0
2005,2,15,2,1431,1435,1947,1945,"AA",1158,"N569AA",196,190,148,2,-4,"FAT","DFW",1313,32,16,0,"",0,0,0,0,0,0
2005,11,23,3,630,630,720,732,"EV",4711,"N878AS",50,62,38,-12,0,"HKY","ATL",225,6,6,0,"",0,0,0,0,0,0
2006,4,18,2,755,800,1000,1015,"WN",1692,"N792",125,135,110,-15,-5,"PIT","MCO",834,7,8,0,"",0,0,0,0,0,0
2006,5,14,7,907,915,1315,1329,"CO",1884,"N39728",248,254,210,-14,-8,"EWR","STT",1634,4,34,0,"",0,0,0,0,0,0
2006,12,26,2,1613,1534,1822,1753,"OO",6985,"N719SK",69,79,49,29,39,"ORD","CVG",264,9,11,0,"",0,0,0,0,0,29
2005,10,16,7,2108,2108,2218,2209,"HP",431,"N652AW",70,61,46,9,0,"ONT","LAS",197,6,18,0,"",0,0,0,0,0,0
2005,11,17,4,1844,1837,1953,1954,"UA",1467,"N471UA",129,137,107,-1,7,"DEN","RNO",804,7,15,0,"",0,0,0,0,0,0
2005,2,26,6,1510,1513,1609,1607,"NW",745,"N533US",119,114,95,2,-3,"DTW","MSP",528,7,17,0,"",0,0,0,0,0,0
2006,5,14,7,2331,2315,714,616,"US",640,"N613AU",283,241,233,58,16,"LAS","PIT",1910,6,44,0,"",0,16,0,42,0,0
2005,9,15,4,900,900,1110,1130,"WN",1111,"N440",190,210,174,-20,0,"BWI","AUS",1342,3,13,0,"",0,0,0,0,0,0
2005,6,9,4,620,622,728,713,"MQ",3306,"N397AE",68,51,30,15,-2,"ACT","DFW",89,19,19,0,"",0,0,0,15,0,0
2006,4,14,5,2011,2011,2130,2123,"MQ",3108,"N851AE",79,72,45,7,0,"LAS","LAX",236,4,30,0,"",0,0,0,0,0,0
2006,12,3,7,1934,1935,2129,2127,"DL",1699,"N905DL",115,112,91,2,-1,"IAD","ATL",533,6,18,0,"",0,0,0,0,0,0
2006,7,19,3,1632,1635,1822,1819,"XE",3292,"N28529",110,104,73,3,-3,"MEM","IAH",469,8,29,0,"",0,0,0,0,0,0
2005,8,30,2,1639,1640,1822,1821,"DH",1624,"N702BR",103,101,84,1,-1,"IAD","CHS",441,5,14,0,"",0,0,0,0,0,0
2006,1,29,7,1201,1206,1303,1313,"MQ",4119,"N505AE",122,127,107,-10,-5,"DCA","ORD",612,4,11,0,"",0,0,0,0,0,0
2006,6,16,5,938,940,1057,1100,"AA",2462,"N4XYAA",79,80,57,-3,-2,"MCI","ORD",403,11,11,0,"",0,0,0,0,0,0
2006,2,27,1,NA,1018,NA,1122,"OO",6252,"0",NA,64,NA,NA,NA,"SFO","SBP",191,0,0,1,"C",0,0,0,0,0,0
2005,9,8,4,946,955,1213,1212,"AA",2227,"N288AA",207,197,160,1,-9,"BWI","DFW",1217,36,11,0,"",0,0,0,0,0,0
2005,11,29,2,1929,1930,2043,2056,"US",871,"N118UW",74,86,57,-13,-1,"CLT","PIT",366,5,12,0,"",0,0,0,0,0,0
2005,8,27,6,957,947,1201,1155,"FL",424,"N967AT",64,68,48,6,10,"PNS","ATL",272,5,11,0,"",0,0,0,0,0,0
2006,5,11,4,1128,1136,1432,1449,"OO",6642,"N763SK",124,133,109,-17,-8,"BUR","DEN",850,5,10,0,"",0,0,0,0,0,0
2006,1,10,2,715,715,931,924,"DL",1490,"N373DL",136,129,114,7,0,"BDL","CVG",661,6,16,0,"",0,0,0,0,0,0
2005,12,13,2,2224,2227,2229,2233,"NW",649,"N9331",65,66,45,-4,-3,"DTW","ORD",235,7,13,0,"",0,0,0,0,0,0
2005,3,31,4,NA,1405,NA,1539,"EV",4368,"N932EV",NA,94,NA,NA,NA,"FAY","ATL",331,0,0,1,"C",0,0,0,0,0,0
2006,6,8,4,1220,1220,1455,1510,"WN",877,"N442",155,170,142,-15,0,"ISP","PBI",1052,3,10,0,"",0,0,0,0,0,0
